shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at,shipped_at_int,delivered_at_int
9000000016,1000000016,Correo Argentino,TRK-2QJED48Q5H,DELIVERED,2025-08-28 22:46:32,2025-09-02 22:46:32,202508282246,202509022246
9000000017,1000000017,PICKUP,-1,DELIVERED,2025-02-19 14:36:04,2025-02-20 14:36:04,202502191436,202502201436
9000000018,1000000018,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000019,1000000019,Correo Argentino,TRK-LU2ZLGLEOH,DELIVERED,2025-04-22 04:12:18,2025-04-26 04:12:18,202504220412,202504260412
9000000020,1000000020,Correo Argentino,TRK-UD7KW642LM,DELIVERED,2024-05-07 01:36:24,2024-05-11 01:36:24,202405070136,202405110136
9000000021,1000000021,Correo Argentino,TRK-4588YSVCZA,DELIVERED,2025-09-24 22:05:51,2025-09-26 22:05:51,202509242205,202509262205
9000000022,1000000022,PICKUP,-1,DELIVERED,2024-03-31 02:16:34,2024-04-01 02:16:34,202403310216,202404010216
9000000023,1000000023,PICKUP,-1,DELIVERED,2025-07-05 19:42:57,2025-07-06 19:42:57,202507051942,202507061942
9000000024,1000000024,PICKUP,-1,DELIVERED,2025-03-02 15:57:05,2025-03-03 15:57:05,202503021557,202503031557
9000000025,1000000025,Correo Argentino,TRK-YJMLEQMJ1S,DELIVERED,2025-08-27 06:57:45,2025-08-31 06:57:45,202508270657,202508310657
9000000026,1000000026,Correo Argentino,TRK-IWZB9131BN,DELIVERED,2024-12-13 23:59:48,2024-12-16 23:59:48,202412132359,202412162359
9000000027,1000000027,Correo Argentino,TRK-F7ZF8SQ633,DELIVERED,2024-12-03 01:44:59,2024-12-06 01:44:59,202412030144,202412060144
9000000028,1000000028,Correo Argentino,TRK-NW8EX6WAQP,DELIVERED,2024-05-18 06:11:07,2024-05-22 06:11:07,202405180611,202405220611
9000000029,1000000029,Correo Argentino,TRK-SNH0E9H2BV,DELIVERED,2025-09-15 02:43:49,2025-09-20 02:43:49,202509150243,202509200243
9000000030,1000000030,PICKUP,-1,SHIPPED,2025-06-09 19:02:55,2025-06-10 19:02:55,202506091902,202506101902
9000000031,1000000031,PICKUP,-1,SHIPPED,2025-05-10 11:15:07,2025-05-11 11:15:07,202505101115,202505111115
9000000032,1000000032,Correo Argentino,TRK-AF3QHYH0G0,DELIVERED,2025-03-16 14:37:22,2025-03-18 14:37:22,202503161437,202503181437
9000000033,1000000033,PICKUP,-1,DELIVERED,2024-06-08 03:23:04,2024-06-09 03:23:04,202406080323,202406090323
9000000034,1000000034,PICKUP,-1,DELIVERED,2024-11-17 01:24:31,2024-11-18 01:24:31,202411170124,202411180124
9000000035,1000000035,PICKUP,-1,DELIVERED,2024-01-12 05:54:27,2024-01-13 05:54:27,202401120554,202401130554
9000000036,1000000036,Correo Argentino,TRK-JI1IJOL9GD,DELIVERED,2024-09-25 18:59:17,2024-09-28 18:59:17,202409251859,202409281859
9000000037,1000000037,Correo Argentino,TRK-B103OLM2ZZ,DELIVERED,2024-01-27 00:07:55,2024-01-31 00:07:55,202401270007,202401310007
9000000038,1000000038,PICKUP,-1,DELIVERED,2024-02-02 22:29:21,2024-02-03 22:29:21,202402022229,202402032229
9000000039,1000000039,PICKUP,-1,DELIVERED,2024-05-23 04:42:33,2024-05-24 04:42:33,202405230442,202405240442
9000000040,1000000040,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000041,1000000041,PICKUP,-1,DELIVERED,2024-01-14 09:59:03,2024-01-15 09:59:03,202401140959,202401150959
9000000042,1000000042,Correo Argentino,TRK-T6YEYXIY47,DELIVERED,2024-09-28 21:17:36,2024-09-30 21:17:36,202409282117,202409302117
9000000043,1000000043,Correo Argentino,TRK-4BKBFC142A,SHIPPED,2024-05-22 10:46:11,2024-05-27 10:46:11,202405221046,202405271046
9000000044,1000000044,Correo Argentino,TRK-OE8JOVHWT3,DELIVERED,2025-09-03 12:32:15,2025-09-05 12:32:15,202509031232,202509051232
9000000045,1000000045,Correo Argentino,TRK-78RSWE9YNS,DELIVERED,2024-02-02 13:14:28,2024-02-07 13:14:28,202402021314,202402071314
9000000046,1000000046,Correo Argentino,TRK-ENFRRYBCN7,DELIVERED,2024-01-13 03:01:18,2024-01-17 03:01:18,202401130301,202401170301
9000000047,1000000047,PICKUP,-1,DELIVERED,2024-03-08 08:53:37,2024-03-09 08:53:37,202403080853,202403090853
9000000048,1000000048,PICKUP,-1,READY,2024-09-13 16:10:57,2024-09-14 16:10:57,202409131610,202409141610
9000000049,1000000049,PICKUP,-1,DELIVERED,2024-08-11 19:35:54,2024-08-12 19:35:54,202408111935,202408121935
9000000050,1000000050,Correo Argentino,TRK-2UFL9MQ11P,DELIVERED,2024-07-26 00:25:00,2024-07-30 00:25:00,202407260025,202407300025
9000000051,1000000051,Correo Argentino,TRK-TL9JNTSSQA,DELIVERED,2024-09-16 06:10:33,2024-09-19 06:10:33,202409160610,202409190610
9000000052,1000000052,Correo Argentino,TRK-RK6C2JA3AN,DELIVERED,2024-11-05 03:12:44,2024-11-07 03:12:44,202411050312,202411070312
9000000053,1000000053,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000054,1000000054,PICKUP,-1,SHIPPED,2024-03-16 02:19:59,2024-03-17 02:19:59,202403160219,202403170219
9000000055,1000000055,PICKUP,-1,SHIPPED,2025-07-23 20:26:45,2025-07-24 20:26:45,202507232026,202507242026
9000000056,1000000056,Correo Argentino,TRK-F94E82XEU7,DELIVERED,2025-04-13 15:37:15,2025-04-16 15:37:15,202504131537,202504161537
9000000057,1000000057,PICKUP,-1,DELIVERED,2025-02-21 05:51:12,2025-02-22 05:51:12,202502210551,202502220551
9000000058,1000000058,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000059,1000000059,Correo Argentino,TRK-GYMRRQSRNH,DELIVERED,2024-07-02 13:26:37,2024-07-07 13:26:37,202407021326,202407071326
9000000060,1000000060,PICKUP,-1,CANCELLED,,,-1,-1
9000000061,1000000061,Correo Argentino,TRK-1JVAA08D71,DELIVERED,2025-03-02 10:20:56,2025-03-05 10:20:56,202503021020,202503051020
9000000062,1000000062,PICKUP,-1,DELIVERED,2024-12-23 12:02:28,2024-12-24 12:02:28,202412231202,202412241202
9000000063,1000000063,Correo Argentino,TRK-4QRWG4O3VS,DELIVERED,2024-05-31 10:17:58,2024-06-02 10:17:58,202405311017,202406021017
9000000064,1000000064,Correo Argentino,TRK-GHR4X51MO5,DELIVERED,2025-03-05 14:45:27,2025-03-07 14:45:27,202503051445,202503071445
9000000065,1000000065,Correo Argentino,TRK-Y0WLIWLAP3,DELIVERED,2024-09-18 00:43:41,2024-09-22 00:43:41,202409180043,202409220043
9000000066,1000000066,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000067,1000000067,Correo Argentino,TRK-WPHKOKPY98,DELIVERED,2025-04-12 16:23:15,2025-04-17 16:23:15,202504121623,202504171623
9000000068,1000000068,Correo Argentino,TRK-95ADJ6QXJ8,SHIPPED,2024-12-02 10:53:38,2024-12-05 10:53:38,202412021053,202412051053
9000000069,1000000069,Correo Argentino,TRK-75UERJVV88,DELIVERED,2024-06-13 09:38:45,2024-06-18 09:38:45,202406130938,202406180938
9000000070,1000000070,Correo Argentino,TRK-SHAJ4MH7LK,SHIPPED,2025-07-26 23:51:05,2025-07-30 23:51:05,202507262351,202507302351
9000000071,1000000071,PICKUP,-1,DELIVERED,2024-07-22 18:00:06,2024-07-23 18:00:06,202407221800,202407231800
9000000072,1000000072,Correo Argentino,TRK-NH83FI4OJA,SHIPPED,2024-02-03 08:20:17,2024-02-08 08:20:17,202402030820,202402080820
9000000073,1000000073,Correo Argentino,TRK-3BTEYU6C8K,SHIPPED,2024-12-08 21:18:19,2024-12-11 21:18:19,202412082118,202412112118
9000000074,1000000074,Correo Argentino,TRK-NQPTS0MMBB,DELIVERED,2024-12-15 04:41:02,2024-12-21 04:41:02,202412150441,202412210441
9000000075,1000000075,Correo Argentino,TRK-A7O7MMZ1H4,DELIVERED,2025-03-23 18:16:20,2025-03-27 18:16:20,202503231816,202503271816
9000000076,1000000076,Correo Argentino,TRK-Z56VK3U0QJ,DELIVERED,2024-03-02 10:21:11,2024-03-04 10:21:11,202403021021,202403041021
9000000077,1000000077,PICKUP,-1,SHIPPED,2024-12-04 22:39:17,2024-12-05 22:39:17,202412042239,202412052239
9000000078,1000000078,Correo Argentino,TRK-N8XZ4OSU2M,DELIVERED,2025-01-10 21:43:22,2025-01-13 21:43:22,202501102143,202501132143
9000000079,1000000079,Correo Argentino,TRK-XADN2TVDNH,SHIPPED,2025-09-17 02:56:19,2025-09-21 02:56:19,202509170256,202509210256
9000000080,1000000080,Correo Argentino,TRK-S1OQO0J4EA,DELIVERED,2024-11-12 06:28:22,2024-11-17 06:28:22,202411120628,202411170628
9000000081,1000000081,Correo Argentino,TRK-LSXL8NV9UZ,DELIVERED,2025-02-03 01:45:35,2025-02-06 01:45:35,202502030145,202502060145
9000000082,1000000082,Correo Argentino,TRK-4U2I1W5ENR,DELIVERED,2025-09-22 10:27:35,2025-09-25 10:27:35,202509221027,202509251027
9000000083,1000000083,Correo Argentino,TRK-3QNYBMC06W,DELIVERED,2024-02-11 17:47:09,2024-02-15 17:47:09,202402111747,202402151747
9000000084,1000000084,Correo Argentino,TRK-LWD8M7AMND,SHIPPED,2024-11-26 14:26:24,2024-11-29 14:26:24,202411261426,202411291426
9000000085,1000000085,Correo Argentino,TRK-0RBFVTM6X4,DELIVERED,2025-03-02 02:58:24,2025-03-04 02:58:24,202503020258,202503040258
9000000086,1000000086,Correo Argentino,TRK-A169DTQM73,DELIVERED,2025-08-19 10:52:28,2025-08-21 10:52:28,202508191052,202508211052
9000000087,1000000087,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000088,1000000088,Correo Argentino,TRK-TBUL818CS4,DELIVERED,2024-02-04 13:58:21,2024-02-09 13:58:21,202402041358,202402091358
9000000089,1000000089,Correo Argentino,TRK-BJOJ02WY0U,DELIVERED,2025-06-19 12:09:30,2025-06-22 12:09:30,202506191209,202506221209
9000000090,1000000090,Correo Argentino,TRK-E1JQQXF2A8,DELIVERED,2024-01-28 19:31:23,2024-02-01 19:31:23,202401281931,202402011931
9000000091,1000000091,Correo Argentino,TRK-9YZ6V1VTIX,DELIVERED,2024-02-18 18:12:47,2024-02-20 18:12:47,202402181812,202402201812
9000000092,1000000092,Correo Argentino,TRK-UO5Q5LF7GD,DELIVERED,2024-06-14 13:46:23,2024-06-16 13:46:23,202406141346,202406161346
9000000093,1000000093,PICKUP,-1,DELIVERED,2024-11-14 23:26:31,2024-11-15 23:26:31,202411142326,202411152326
9000000094,1000000094,PICKUP,-1,SHIPPED,2024-12-27 03:05:36,2024-12-28 03:05:36,202412270305,202412280305
9000000095,1000000095,Correo Argentino,TRK-RRS7KQI5WW,DELIVERED,2025-09-26 18:29:43,2025-09-30 18:29:43,202509261829,202509301829
9000000096,1000000096,PICKUP,-1,DELIVERED,2025-05-23 10:43:41,2025-05-24 10:43:41,202505231043,202505241043
9000000097,1000000097,PICKUP,-1,DELIVERED,2024-06-12 17:56:54,2024-06-13 17:56:54,202406121756,202406131756
9000000098,1000000098,Correo Argentino,TRK-N1XL8YRR4C,DELIVERED,2025-01-17 08:09:07,2025-01-22 08:09:07,202501170809,202501220809
9000000099,1000000099,Correo Argentino,TRK-HUON3QASLA,DELIVERED,2024-02-28 14:31:08,2024-03-03 14:31:08,202402281431,202403031431
9000000100,1000000100,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000101,1000000101,Correo Argentino,TRK-BD9O45FG3M,SHIPPED,2024-03-31 02:45:40,2024-04-05 02:45:40,202403310245,202404050245
9000000102,1000000102,Correo Argentino,TRK-RBXP2IU4CP,DELIVERED,2024-11-20 07:00:43,2024-11-24 07:00:43,202411200700,202411240700
9000000103,1000000103,PICKUP,-1,READY,2024-03-25 03:53:52,2024-03-26 03:53:52,202403250353,202403260353
9000000104,1000000104,Correo Argentino,TRK-TPWY0TUZG2,DELIVERED,2024-03-24 20:55:17,2024-03-28 20:55:17,202403242055,202403282055
9000000105,1000000105,Correo Argentino,TRK-3BQ6FWSKLW,DELIVERED,2024-05-13 04:27:32,2024-05-16 04:27:32,202405130427,202405160427
9000000106,1000000106,Correo Argentino,TRK-6DCLEDO515,DELIVERED,2025-02-09 08:09:53,2025-02-11 08:09:53,202502090809,202502110809
9000000107,1000000107,Correo Argentino,TRK-RB1W0XWXVT,DELIVERED,2024-05-23 03:56:26,2024-05-28 03:56:26,202405230356,202405280356
9000000108,1000000108,PICKUP,-1,DELIVERED,2025-07-04 04:11:46,2025-07-05 04:11:46,202507040411,202507050411
9000000109,1000000109,PICKUP,-1,DELIVERED,2024-04-22 08:18:05,2024-04-23 08:18:05,202404220818,202404230818
9000000110,1000000110,PICKUP,-1,CANCELLED,,,-1,-1
9000000111,1000000111,Correo Argentino,TRK-UXV2O2QSZO,DELIVERED,2024-12-21 15:47:41,2024-12-25 15:47:41,202412211547,202412251547
9000000112,1000000112,PICKUP,-1,SHIPPED,2025-02-28 17:43:31,2025-03-01 17:43:31,202502281743,202503011743
9000000113,1000000113,PICKUP,-1,CANCELLED,,,-1,-1
9000000114,1000000114,PICKUP,-1,SHIPPED,2024-09-17 08:06:28,2024-09-18 08:06:28,202409170806,202409180806
9000000115,1000000115,Correo Argentino,TRK-9SFI30M85Y,DELIVERED,2024-02-20 00:47:44,2024-02-22 00:47:44,202402200047,202402220047
9000000116,1000000116,Correo Argentino,TRK-GCUU54HEAG,DELIVERED,2024-07-02 10:24:47,2024-07-05 10:24:47,202407021024,202407051024
9000000117,1000000117,Correo Argentino,TRK-YVM19QXR2C,DELIVERED,2025-01-20 22:11:52,2025-01-23 22:11:52,202501202211,202501232211
9000000118,1000000118,Correo Argentino,TRK-JRBNVL0OS3,DELIVERED,2025-08-17 15:04:32,2025-08-19 15:04:32,202508171504,202508191504
9000000119,1000000119,PICKUP,-1,DELIVERED,2025-07-16 11:54:38,2025-07-17 11:54:38,202507161154,202507171154
9000000120,1000000120,Correo Argentino,TRK-YMYMMHLK1B,DELIVERED,2024-04-19 21:41:14,2024-04-21 21:41:14,202404192141,202404212141
9000000121,1000000121,PICKUP,-1,DELIVERED,2024-12-20 05:03:44,2024-12-21 05:03:44,202412200503,202412210503
9000000122,1000000122,PICKUP,-1,DELIVERED,2025-08-30 14:57:49,2025-08-31 14:57:49,202508301457,202508311457
9000000123,1000000123,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000124,1000000124,Correo Argentino,TRK-OUKA4E7YCS,DELIVERED,2024-02-07 12:15:32,2024-02-11 12:15:32,202402071215,202402111215
9000000125,1000000125,PICKUP,-1,DELIVERED,2024-07-09 08:16:06,2024-07-10 08:16:06,202407090816,202407100816
9000000126,1000000126,PICKUP,-1,DELIVERED,2024-06-12 02:24:10,2024-06-13 02:24:10,202406120224,202406130224
9000000127,1000000127,Correo Argentino,TRK-LP15TFTZWC,DELIVERED,2024-02-29 13:19:21,2024-03-04 13:19:21,202402291319,202403041319
9000000128,1000000128,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000129,1000000129,Correo Argentino,TRK-OTE0Q32RV2,DELIVERED,2025-09-18 22:24:46,2025-09-21 22:24:46,202509182224,202509212224
9000000130,1000000130,PICKUP,-1,SHIPPED,2025-05-21 02:27:57,2025-05-22 02:27:57,202505210227,202505220227
9000000131,1000000131,PICKUP,-1,DELIVERED,2024-01-25 03:24:41,2024-01-26 03:24:41,202401250324,202401260324
9000000132,1000000132,Correo Argentino,TRK-ZK0XF0TEFY,DELIVERED,2024-07-27 17:23:51,2024-08-01 17:23:51,202407271723,202408011723
9000000133,1000000133,PICKUP,-1,DELIVERED,2024-06-14 15:46:34,2024-06-15 15:46:34,202406141546,202406151546
9000000134,1000000134,PICKUP,-1,DELIVERED,2024-01-06 02:05:46,2024-01-07 02:05:46,202401060205,202401070205
9000000135,1000000135,PICKUP,-1,SHIPPED,2024-05-30 07:35:31,2024-05-31 07:35:31,202405300735,202405310735
9000000136,1000000136,Correo Argentino,TRK-SB9FYY9V3Z,DELIVERED,2025-01-21 19:30:04,2025-01-25 19:30:04,202501211930,202501251930
9000000137,1000000137,Correo Argentino,TRK-8EM2BGA7SC,SHIPPED,2024-11-16 23:46:06,2024-11-21 23:46:06,202411162346,202411212346
9000000138,1000000138,Correo Argentino,TRK-W6GIOKOQS8,SHIPPED,2024-01-04 08:23:39,2024-01-08 08:23:39,202401040823,202401080823
9000000139,1000000139,Correo Argentino,TRK-Q8P6U5PS47,DELIVERED,2024-04-07 23:11:09,2024-04-12 23:11:09,202404072311,202404122311
9000000140,1000000140,PICKUP,-1,DELIVERED,2025-02-17 21:56:48,2025-02-18 21:56:48,202502172156,202502182156
9000000141,1000000141,PICKUP,-1,DELIVERED,2024-11-30 21:24:24,2024-12-01 21:24:24,202411302124,202412012124
9000000142,1000000142,Correo Argentino,TRK-AT0A573HXB,DELIVERED,2025-06-26 13:32:09,2025-06-28 13:32:09,202506261332,202506281332
9000000143,1000000143,PICKUP,-1,DELIVERED,2024-06-06 00:59:40,2024-06-07 00:59:40,202406060059,202406070059
9000000144,1000000144,PICKUP,-1,CANCELLED,,,-1,-1
9000000145,1000000145,Correo Argentino,TRK-5WJ0VSGHJU,DELIVERED,2025-07-20 14:47:44,2025-07-24 14:47:44,202507201447,202507241447
9000000146,1000000146,Correo Argentino,TRK-XNALT4U6O3,DELIVERED,2024-05-06 01:52:36,2024-05-11 01:52:36,202405060152,202405110152
9000000147,1000000147,Correo Argentino,TRK-TVS9QKJFPY,DELIVERED,2024-12-08 21:23:08,2024-12-13 21:23:08,202412082123,202412132123
9000000148,1000000148,Correo Argentino,TRK-IAC72SYOJT,DELIVERED,2025-06-22 18:11:01,2025-06-25 18:11:01,202506221811,202506251811
9000000149,1000000149,Correo Argentino,TRK-86P5XH4ZUZ,DELIVERED,2025-01-22 22:14:19,2025-01-27 22:14:19,202501222214,202501272214
9000000150,1000000150,PICKUP,-1,DELIVERED,2025-05-30 23:20:50,2025-05-31 23:20:50,202505302320,202505312320
9000000151,1000000151,PICKUP,-1,DELIVERED,2024-04-16 17:06:04,2024-04-17 17:06:04,202404161706,202404171706
9000000152,1000000152,PICKUP,-1,DELIVERED,2024-01-08 00:18:03,2024-01-09 00:18:03,202401080018,202401090018
9000000153,1000000153,PICKUP,-1,CANCELLED,,,-1,-1
9000000154,1000000154,PICKUP,-1,SHIPPED,2024-07-01 13:02:42,2024-07-02 13:02:42,202407011302,202407021302
9000000155,1000000155,Correo Argentino,TRK-MPCEM8ML7K,DELIVERED,2024-02-13 00:38:46,2024-02-17 00:38:46,202402130038,202402170038
9000000156,1000000156,PICKUP,-1,DELIVERED,2024-10-29 15:18:07,2024-10-30 15:18:07,202410291518,202410301518
9000000157,1000000157,PICKUP,-1,CANCELLED,,,-1,-1
9000000158,1000000158,PICKUP,-1,DELIVERED,2024-04-24 23:37:56,2024-04-25 23:37:56,202404242337,202404252337
9000000159,1000000159,Correo Argentino,TRK-7LRC6G1HAV,DELIVERED,2024-07-15 06:58:24,2024-07-20 06:58:24,202407150658,202407200658
9000000160,1000000160,PICKUP,-1,DELIVERED,2024-06-13 10:29:35,2024-06-14 10:29:35,202406131029,202406141029
9000000161,1000000161,Correo Argentino,TRK-ZU6O2A2X17,DELIVERED,2024-10-22 00:31:01,2024-10-26 00:31:01,202410220031,202410260031
9000000162,1000000162,PICKUP,-1,SHIPPED,2025-07-31 20:20:03,2025-08-01 20:20:03,202507312020,202508012020
9000000163,1000000163,Correo Argentino,TRK-U6UA2YY3HB,DELIVERED,2024-02-25 10:30:38,2024-02-29 10:30:38,202402251030,202402291030
9000000164,1000000164,Correo Argentino,TRK-TMG2PU2NU4,DELIVERED,2025-02-23 06:18:41,2025-02-25 06:18:41,202502230618,202502250618
9000000165,1000000165,Correo Argentino,TRK-D8V0DBNSG3,DELIVERED,2025-08-28 08:06:56,2025-09-01 08:06:56,202508280806,202509010806
9000000166,1000000166,Correo Argentino,TRK-TTEUGQV2X2,DELIVERED,2025-07-28 20:39:32,2025-07-30 20:39:32,202507282039,202507302039
9000000167,1000000167,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000168,1000000168,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000169,1000000169,Correo Argentino,TRK-NM8H174TJH,DELIVERED,2024-07-09 20:03:47,2024-07-14 20:03:47,202407092003,202407142003
9000000170,1000000170,PICKUP,-1,SHIPPED,2024-03-29 08:07:40,2024-03-30 08:07:40,202403290807,202403300807
9000000171,1000000171,Correo Argentino,TRK-GZTE0MZNMX,READY,2025-02-28 13:25:36,2025-03-03 13:25:36,202502281325,202503031325
9000000172,1000000172,Correo Argentino,TRK-DGOJGP2GBU,DELIVERED,2024-05-08 09:39:45,2024-05-12 09:39:45,202405080939,202405120939
9000000173,1000000173,Correo Argentino,TRK-VBAXIAQJKB,DELIVERED,2025-06-17 15:40:09,2025-06-22 15:40:09,202506171540,202506221540
9000000174,1000000174,PICKUP,-1,DELIVERED,2024-09-07 01:13:23,2024-09-08 01:13:23,202409070113,202409080113
9000000175,1000000175,Correo Argentino,TRK-WD62JC0VLK,SHIPPED,2024-06-01 19:23:40,2024-06-04 19:23:40,202406011923,202406041923
9000000176,1000000176,PICKUP,-1,DELIVERED,2025-02-25 07:13:53,2025-02-26 07:13:53,202502250713,202502260713
9000000177,1000000177,Correo Argentino,TRK-TSU2MSGQGV,DELIVERED,2024-11-24 21:44:13,2024-11-27 21:44:13,202411242144,202411272144
9000000178,1000000178,PICKUP,-1,SHIPPED,2025-05-03 06:20:13,2025-05-04 06:20:13,202505030620,202505040620
9000000179,1000000179,Correo Argentino,TRK-DOH59G5HG5,DELIVERED,2025-08-13 08:58:40,2025-08-16 08:58:40,202508130858,202508160858
9000000180,1000000180,Correo Argentino,TRK-WTK41NS6CW,DELIVERED,2024-05-22 07:44:42,2024-05-24 07:44:42,202405220744,202405240744
9000000181,1000000181,Correo Argentino,TRK-2HK5GYIMQ5,DELIVERED,2024-11-13 19:15:20,2024-11-15 19:15:20,202411131915,202411151915
9000000182,1000000182,Correo Argentino,TRK-3VO06V5F4C,DELIVERED,2024-09-09 21:03:06,2024-09-16 21:03:06,202409092103,202409162103
9000000183,1000000183,PICKUP,-1,SHIPPED,2024-10-26 15:02:26,2024-10-27 15:02:26,202410261502,202410271502
9000000184,1000000184,PICKUP,-1,SHIPPED,2025-05-11 05:25:54,2025-05-12 05:25:54,202505110525,202505120525
9000000185,1000000185,Correo Argentino,TRK-XVT3OPQZDN,DELIVERED,2024-07-19 22:03:50,2024-07-24 22:03:50,202407192203,202407242203
9000000186,1000000186,Correo Argentino,TRK-6LCGCSEFEL,DELIVERED,2024-07-31 17:31:33,2024-08-02 17:31:33,202407311731,202408021731
9000000187,1000000187,PICKUP,-1,DELIVERED,2025-02-12 20:45:02,2025-02-13 20:45:02,202502122045,202502132045
9000000188,1000000188,PICKUP,-1,DELIVERED,2025-08-23 17:59:12,2025-08-24 17:59:12,202508231759,202508241759
9000000189,1000000189,Correo Argentino,TRK-MZ7KO0QL4T,SHIPPED,2024-05-03 13:34:34,2024-05-05 13:34:34,202405031334,202405051334
9000000190,1000000190,Correo Argentino,TRK-X696GHSKZW,SHIPPED,2024-06-06 16:15:54,2024-06-11 16:15:54,202406061615,202406111615
9000000191,1000000191,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000192,1000000192,PICKUP,-1,SHIPPED,2024-03-08 16:48:50,2024-03-09 16:48:50,202403081648,202403091648
9000000193,1000000193,Correo Argentino,TRK-N0C9SM2QFJ,DELIVERED,2024-02-16 04:24:55,2024-02-19 04:24:55,202402160424,202402190424
9000000194,1000000194,Correo Argentino,TRK-7MYF01NWQ1,DELIVERED,2025-09-14 14:18:48,2025-09-19 14:18:48,202509141418,202509191418
9000000195,1000000195,Correo Argentino,TRK-5950NTLRAC,DELIVERED,2025-03-01 05:52:06,2025-03-05 05:52:06,202503010552,202503050552
9000000196,1000000196,Correo Argentino,TRK-3RJ4BIOHK0,DELIVERED,2025-08-15 22:25:58,2025-08-17 22:25:58,202508152225,202508172225
9000000197,1000000197,Correo Argentino,TRK-M0DL4YCPUU,DELIVERED,2024-04-10 00:49:19,2024-04-12 00:49:19,202404100049,202404120049
9000000198,1000000198,Correo Argentino,TRK-XPU46U15UT,DELIVERED,2024-02-04 12:21:07,2024-02-07 12:21:07,202402041221,202402071221
9000000199,1000000199,Correo Argentino,TRK-O91D35I9X4,DELIVERED,2025-03-20 13:29:11,2025-03-25 13:29:11,202503201329,202503251329
9000000200,1000000200,Correo Argentino,TRK-LSZKZN0LYI,DELIVERED,2024-09-26 16:00:56,2024-09-29 16:00:56,202409261600,202409291600
9000000201,1000000201,Correo Argentino,TRK-WPOOZWRSXF,DELIVERED,2024-11-17 21:49:12,2024-11-20 21:49:12,202411172149,202411202149
9000000202,1000000202,PICKUP,-1,DELIVERED,2025-03-27 16:10:42,2025-03-28 16:10:42,202503271610,202503281610
9000000203,1000000203,PICKUP,-1,DELIVERED,2024-11-17 23:47:20,2024-11-18 23:47:20,202411172347,202411182347
9000000204,1000000204,Correo Argentino,-1,CANCELLED,,,-1,-1
9000000205,1000000205,Correo Argentino,TRK-Q495C57TPW,DELIVERED,2024-10-01 10:39:53,2024-10-05 10:39:53,202410011039,202410051039
