order_id,customer_id,channel_id,store_id,order_date,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount,order_date_int
1000000165,293,1,-1.0,2025-08-27 08:06:00,-1.0,3357,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2,202508270806
1000000166,1065,1,-1.0,2025-07-27 20:39:00,-1.0,3492,FULFILLED,ARS,43425.0,9119.25,1200.0,53744.25,202507272039
1000000167,1234,1,-1.0,2025-01-18 13:44:00,-1.0,3702,CANCELLED,ARS,47085.0,9887.85,1200.0,58172.85,202501181344
1000000168,400,1,-1.0,2024-02-26 20:28:00,-1.0,3523,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0,202402262028
1000000169,251,1,-1.0,2024-07-08 20:03:00,-1.0,2325,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,202407082003
1000000170,764,2,4.0,2024-03-29 08:07:00,4.0,4,PAID,ARS,30000.0,6300.0,0.0,36300.0,202403290807
1000000171,1490,1,-1.0,2025-02-27 13:25:00,-1.0,3553,CREATED,ARS,11760.0,2469.6,1200.0,15429.6,202502271325
1000000172,181,1,-1.0,2024-05-07 09:39:00,-1.0,2801,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0,202405070939
1000000173,693,1,-1.0,2025-06-16 15:40:00,-1.0,2631,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0,202506161540
1000000174,672,2,2.0,2024-09-07 01:13:00,2.0,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6,202409070113
1000000175,786,1,-1.0,2024-05-31 19:23:00,-1.0,3157,PAID,ARS,12000.0,2520.0,900.0,15420.0,202405311923
1000000176,1347,2,2.0,2025-02-25 07:13:00,2.0,2,FULFILLED,ARS,14850.0,3118.5,0.0,17968.5,202502250713
1000000177,628,1,-1.0,2024-11-23 21:44:00,-1.0,1864,FULFILLED,ARS,12825.0,2693.25,1200.0,16718.25,202411232144
1000000178,1485,2,2.0,2025-05-03 06:20:00,2.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0,202505030620
1000000179,805,1,-1.0,2025-08-12 08:58:00,-1.0,3731,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0,202508120858
1000000180,445,1,-1.0,2024-05-21 07:44:00,-1.0,1749,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0,202405210744
1000000181,560,1,-1.0,2024-11-12 19:15:00,-1.0,1079,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2,202411121915
1000000182,403,1,-1.0,2024-09-08 21:03:00,-1.0,3603,FULFILLED,ARS,25080.0,5266.8,1200.0,31546.8,202409082103
1000000183,693,2,1.0,2024-10-26 15:02:00,1.0,1,PAID,ARS,27000.0,5670.0,0.0,32670.0,202410261502
1000000184,274,2,2.0,2025-05-11 05:25:00,2.0,2,PAID,ARS,13500.0,2835.0,0.0,16335.0,202505110525
1000000185,804,1,-1.0,2024-07-18 22:03:00,-1.0,1940,FULFILLED,ARS,59844.0,12567.24,1200.0,73611.24,202407182203
1000000186,1495,1,-1.0,2024-07-30 17:31:00,-1.0,2360,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0,202407301731
1000000187,48,2,1.0,2025-02-12 20:45:00,1.0,1,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0,202502122045
1000000188,661,2,3.0,2025-08-23 17:59:00,3.0,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0,202508231759
1000000189,984,1,-1.0,2024-05-02 13:34:00,-1.0,2808,PAID,ARS,37044.0,7779.24,900.0,45723.24,202405021334
1000000190,1384,1,-1.0,2024-06-05 16:15:00,-1.0,2968,PAID,ARS,11760.0,2469.6,0.0,14229.6,202406051615
1000000191,788,1,-1.0,2025-09-16 20:00:00,-1.0,1202,CANCELLED,ARS,88344.0,18552.24,0.0,106896.24,202509162000
1000000192,456,2,2.0,2024-03-08 16:48:00,2.0,2,PAID,ARS,12000.0,2520.0,0.0,14520.0,202403081648
1000000193,427,1,-1.0,2024-02-15 04:24:00,-1.0,1691,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0,202402150424
1000000194,866,1,-1.0,2025-09-13 14:18:00,-1.0,3570,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0,202509131418
1000000195,371,1,-1.0,2025-02-28 05:52:00,-1.0,1596,FULFILLED,ARS,45840.0,9626.4,1200.0,56666.4,202502280552
1000000196,1000,1,-1.0,2025-08-14 22:25:00,-1.0,2380,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0,202508142225
1000000197,1404,1,-1.0,2024-04-09 00:49:00,-1.0,1791,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0,202404090049
1000000198,1159,1,-1.0,2024-02-03 12:21:00,-1.0,1784,FULFILLED,ARS,29160.0,6123.6,900.0,36183.6,202402031221
1000000199,1040,1,-1.0,2025-03-19 13:29:00,-1.0,3793,FULFILLED,ARS,48000.0,10080.0,1200.0,59280.0,202503191329
