payment_sk,payment_id,order_id,customer_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,order_date_sk,paid_at_sk,method,status,currency_code,subtotal,tax_amount,shipping_fee,amount,transaction_ref
2769,7000002768,1000002768,185,1,-1,-1,2384,1024352,1026332,CARD,PAID,ARS,32400.0,6804.0,1200.0,40404.0,TX-082RU5U84FNK
2770,7000002769,1000002769,575,2,3,3,3,973709,974549,CASH,REFUNDED,ARS,42750.0,8977.5,0.0,51727.5,TX-WYA85SBYPV1T
2771,7000002770,1000002770,798,1,-1,-1,853,576093,-1,GATEWAY,FAILED,ARS,39690.0,8334.9,900.0,48924.9,-1
2772,7000002771,1000002771,1108,1,-1,-1,471,812628,816948,GATEWAY,PAID,ARS,45000.0,9450.0,1200.0,55650.0,TX-M6U1SUUPJPG0
2773,7000002772,1000002772,1145,2,3,3,3,491321,491741,CARD,PAID,ARS,65280.0,13708.8,0.0,78988.8,TX-DHEKXV5N6HMF
2774,7000002773,1000002773,1421,1,-1,-1,1808,1061213,-1,CARD,FAILED,ARS,24300.0,5103.0,1200.0,30603.0,-1
2775,7000002774,1000002774,613,1,-1,-1,2529,916159,917839,CARD,PAID,ARS,44362.5,9316.12,0.0,53678.62,TX-YI8SGJL73YWZ
2776,7000002775,1000002775,67,2,1,1,1,1023597,1025757,CARD,PAID,ARS,44100.0,9261.0,0.0,53361.0,TX-FQ59MSNO52A2
2777,7000002776,1000002776,415,1,-1,-1,1526,1129574,1131974,CARD,PAID,ARS,47025.0,9875.25,1200.0,58100.25,TX-GZ87MSNRDOPZ
2778,7000002777,1000002777,1101,2,2,2,2,467033,467693,CARD,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-RFFQ85CG7A74
2779,7000002778,1000002778,939,1,-1,-1,1678,1021323,1021383,CARD,PAID,ARS,39690.0,8334.9,0.0,48024.9,TX-GDUYLYNS49XD
2780,7000002779,1000002779,700,1,-1,-1,141,754270,-1,GATEWAY,FAILED,ARS,37800.0,7938.0,1200.0,46938.0,-1
2781,7000002780,1000002780,258,1,-1,-1,2573,959276,960536,CARD,PAID,ARS,21600.0,4536.0,900.0,27036.0,TX-9LX00YJ3LJE3
2782,7000002781,1000002781,623,1,-1,-1,1446,1118504,1121264,GATEWAY,PAID,ARS,53040.0,11138.4,1200.0,65378.4,TX-4BHOZ4S9Z368
2783,7000002782,1000002782,164,1,-1,-1,589,1069084,1073164,GATEWAY,PAID,ARS,43200.0,9072.0,0.0,52272.0,TX-0LD985301P6R
2784,7000002783,1000002783,684,2,2,2,2,950436,-1,TRANSFER,PENDING,ARS,12000.0,2520.0,0.0,14520.0,-1
2785,7000002784,1000002784,271,2,4,4,4,1021638,1022538,CASH,PAID,ARS,35910.0,7541.1,0.0,43451.1,TX-TVH2H63HNKCA
2786,7000002785,1000002785,816,2,4,4,4,772765,774085,CASH,PAID,ARS,11970.0,2513.7,0.0,14483.7,TX-1A5672TSOMI0
2787,7000002786,1000002786,1449,2,3,3,3,680901,684561,CASH,PAID,ARS,14700.0,3087.0,0.0,17787.0,TX-NRMNN94R5SF6
2788,7000002787,1000002787,1293,1,-1,-1,1596,1096413,1097133,CARD,PAID,ARS,14250.0,2992.5,1200.0,18442.5,TX-KKO7I2QTG33J
2789,7000002788,1000002788,1097,1,-1,-1,2485,1156150,1159510,CARD,PAID,ARS,14700.0,3087.0,1200.0,18987.0,TX-G1YFYC8NA0PG
2790,7000002789,1000002789,1184,2,1,1,1,371883,374823,CASH,PAID,ARS,11880.0,2494.8,0.0,14374.8,TX-R72QXJJR4KTT
2791,7000002790,1000002790,877,2,4,4,4,631888,635128,CARD,PAID,ARS,67800.0,14238.0,0.0,82038.0,TX-FCWSIHQ6BWLZ
2792,7000002791,1000002791,475,2,3,3,3,570388,571708,CARD,PAID,ARS,15000.0,3150.0,0.0,18150.0,TX-V5AC4HYCXPTC
2793,7000002792,1000002792,1287,2,2,2,2,1066689,1068729,CASH,REFUNDED,ARS,58425.0,12269.25,0.0,70694.25,TX-0Y8GO1HG32PU
2794,7000002793,1000002793,1113,1,-1,-1,325,986289,-1,GATEWAY,FAILED,ARS,25500.0,5355.0,1200.0,32055.0,-1
2795,7000002794,1000002794,1048,1,-1,-1,899,1250815,1254115,GATEWAY,PAID,ARS,25080.0,5266.8,1500.0,31846.8,TX-ED6C040X2CRG
2796,7000002795,1000002795,300,1,-1,-1,537,1220958,1221738,GATEWAY,PAID,ARS,30000.0,6300.0,900.0,37200.0,TX-SAHJQUR4EBZ3
2797,7000002796,1000002796,175,1,-1,-1,1526,890679,894279,GATEWAY,PAID,ARS,27000.0,5670.0,1200.0,33870.0,TX-AH4OCCB46MS1
2798,7000002797,1000002797,514,1,-1,-1,946,988449,988629,GATEWAY,PAID,ARS,34680.0,7282.8,900.0,42862.8,TX-GG30JSEP8OFY
2799,7000002798,1000002798,1448,1,-1,-1,1605,523132,524332,GATEWAY,PAID,ARS,23520.0,4939.2,900.0,29359.2,TX-QIURE46AKL6W
2800,7000002799,1000002799,1361,2,1,1,1,1232351,1235171,CASH,PAID,ARS,16170.0,3395.7,0.0,19565.7,TX-2CNI1RK9E2IJ
2801,7000002800,1000002800,883,2,4,4,4,573062,574982,CASH,PAID,ARS,21600.0,4536.0,0.0,26136.0,TX-ABMDSSBWOVUF
2802,7000002801,1000002801,302,2,1,1,1,845911,849391,CASH,PAID,ARS,22800.0,4788.0,0.0,27588.0,TX-O02BCCHBFXJZ
2803,7000002802,1000002802,638,1,-1,-1,618,616115,-1,CARD,FAILED,ARS,37575.0,7890.75,0.0,45465.75,-1
2804,7000002803,1000002803,537,1,-1,-1,2040,1192300,1192900,CARD,PAID,ARS,12000.0,2520.0,1500.0,16020.0,TX-A6SAW1V9R2U4
2805,7000002804,1000002804,922,1,-1,-1,1374,753722,754202,GATEWAY,PAID,ARS,15675.0,3291.75,0.0,18966.75,TX-67FMTT1BEXD2
2806,7000002805,1000002805,740,2,3,3,3,845817,846477,CARD,PAID,ARS,11400.0,2394.0,0.0,13794.0,TX-JMIUYYI4TG87
2807,7000002806,1000002806,1474,1,-1,-1,1011,662008,664528,CARD,PAID,ARS,36000.0,7560.0,0.0,43560.0,TX-XNRFO90UQTA9
2808,7000002807,1000002807,1234,1,-1,-1,434,895090,897430,GATEWAY,REFUNDED,ARS,37200.0,7812.0,900.0,45912.0,TX-M5BCQ4PA8D5Z
2809,7000002808,1000002808,1095,1,-1,-1,1094,870502,872182,GATEWAY,REFUNDED,ARS,71010.0,14912.1,900.0,86822.1,TX-1ZF35YPEGP1F
2810,7000002809,1000002809,610,1,-1,-1,2093,594606,594966,CARD,REFUNDED,ARS,74880.0,15724.8,1200.0,91804.8,TX-ZA7QKAUW224H
2811,7000002810,1000002810,1326,2,1,1,1,1067411,1069151,CARD,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-7RXD4CD1QCB6
2812,7000002811,1000002811,1267,1,-1,-1,2236,977051,980711,GATEWAY,REFUNDED,ARS,32400.0,6804.0,900.0,40104.0,TX-SCLDCDMKCULK
2813,7000002812,1000002812,694,2,2,2,2,946721,947261,CASH,PAID,ARS,27000.0,5670.0,0.0,32670.0,TX-FJZOD4PLO66V
2814,7000002813,1000002813,373,2,3,3,3,474451,475831,CASH,PAID,ARS,37800.0,7938.0,0.0,45738.0,TX-I4Y0G6EW3EAR
2815,7000002814,1000002814,1068,1,-1,-1,1909,858918,-1,CARD,PENDING,ARS,69750.0,14647.5,900.0,85297.5,-1
2816,7000002815,1000002815,1209,1,-1,-1,2036,510191,510671,GATEWAY,PAID,ARS,45225.0,9497.25,1500.0,56222.25,TX-QR0OZS6G9JI8
2817,7000002816,1000002816,1370,1,-1,-1,654,668261,671501,GATEWAY,PAID,ARS,21168.0,4445.28,900.0,26513.28,TX-VN0TM4PGWD7Q
2818,7000002817,1000002817,357,2,2,2,2,811405,812605,TRANSFER,REFUNDED,ARS,10800.0,2268.0,0.0,13068.0,TX-LUAFJHG5HI11
2819,7000002818,1000002818,1071,1,-1,-1,1556,1235177,1238777,CARD,REFUNDED,ARS,13500.0,2835.0,900.0,17235.0,TX-YSO0WP8X31PJ
2820,7000002819,1000002819,1110,1,-1,-1,1590,429422,433622,GATEWAY,PAID,ARS,23760.0,4989.6,0.0,28749.6,TX-4SRTRBM47F3H
2821,7000002820,1000002820,896,2,2,2,2,1178673,1180293,CARD,PAID,ARS,35280.0,7408.8,0.0,42688.8,TX-ZHN6MH3LR1U6
2822,7000002821,1000002821,1084,2,4,4,4,1131465,1134465,CARD,REFUNDED,ARS,74088.0,15558.48,0.0,89646.48,TX-TFJUM1Q9DVOJ
2823,7000002822,1000002822,463,1,-1,-1,516,856253,860573,CARD,PAID,ARS,35280.0,7408.8,1500.0,44188.8,TX-DTH2Y1RRNNG5
2824,7000002823,1000002823,1090,1,-1,-1,2652,473695,477175,CARD,PAID,ARS,59400.0,12474.0,900.0,72774.0,TX-KEQOBB3B6TF9
2825,7000002824,1000002824,462,2,2,2,2,853749,857229,CASH,PAID,ARS,71400.0,14994.0,0.0,86394.0,TX-21PJOS6DXDXF
2826,7000002825,1000002825,918,2,3,3,3,636060,636960,TRANSFER,PAID,ARS,14250.0,2992.5,0.0,17242.5,TX-T5A5UQ45AY5L
2827,7000002826,1000002826,717,1,-1,-1,2415,563558,-1,CARD,FAILED,ARS,14700.0,3087.0,900.0,18687.0,-1
2828,7000002827,1000002827,1418,2,4,4,4,750164,754364,CARD,PAID,ARS,45000.0,9450.0,0.0,54450.0,TX-RLFGV5FASBTX
2829,7000002828,1000002828,1083,2,2,2,2,1233402,-1,TRANSFER,FAILED,ARS,36000.0,7560.0,0.0,43560.0,-1
2830,7000002829,1000002829,444,2,4,4,4,1069247,1070387,TRANSFER,PAID,ARS,33000.0,6930.0,0.0,39930.0,TX-STQAB9OFE2K6
2831,7000002830,1000002830,411,1,-1,-1,445,727259,727799,CARD,PAID,ARS,29160.0,6123.6,1500.0,36783.6,TX-82LPFDMGYSKK
2832,7000002831,1000002831,183,1,-1,-1,1499,721199,725159,CARD,PAID,ARS,31500.0,6615.0,1200.0,39315.0,TX-G9AR99V9Z81A
2833,7000002832,1000002832,414,1,-1,-1,2807,870050,871130,CARD,PAID,ARS,10800.0,2268.0,900.0,13968.0,TX-QD1TO9WXUKEX
2834,7000002833,1000002833,19,1,-1,-1,731,493266,494346,GATEWAY,PAID,ARS,13500.0,2835.0,1200.0,17535.0,TX-NZ8X24DIO0I7
2835,7000002834,1000002834,276,1,-1,-1,2334,617842,620482,CARD,PAID,ARS,38700.0,8127.0,1500.0,48327.0,TX-DPI3UZ0GVM1F
2836,7000002835,1000002835,798,1,-1,-1,1510,960611,961451,CARD,PAID,ARS,37620.0,7900.2,1500.0,47020.2,TX-KG2IIC23OSUY
2837,7000002836,1000002836,1384,1,-1,-1,2874,1266416,1269296,GATEWAY,PAID,ARS,106740.0,22415.4,900.0,130055.4,TX-AXYHIL6V0PWV
2838,7000002837,1000002837,757,2,3,3,3,1100119,1103959,CASH,PAID,ARS,97605.0,20497.05,0.0,118102.05,TX-EO8TVCJI3R38
2839,7000002838,1000002838,961,2,4,4,4,580769,-1,CARD,FAILED,ARS,39600.0,8316.0,0.0,47916.0,-1
2840,7000002839,1000002839,1111,2,4,4,4,867478,-1,CASH,FAILED,ARS,37800.0,7938.0,0.0,45738.0,-1
2841,7000002840,1000002840,624,1,-1,-1,748,794201,796421,CARD,PAID,ARS,40500.0,8505.0,1200.0,50205.0,TX-MD9ENV2EH2YO
2842,7000002841,1000002841,1300,1,-1,-1,964,1190222,1194302,CARD,PAID,ARS,10800.0,2268.0,900.0,13968.0,TX-M3JG43D45R30
2843,7000002842,1000002842,183,2,2,2,2,1063843,1068103,CASH,PAID,ARS,28350.0,5953.5,0.0,34303.5,TX-SSDMJJCHT8LH
2844,7000002843,1000002843,448,1,-1,-1,408,937919,940079,CARD,REFUNDED,ARS,44280.0,9298.8,0.0,53578.8,TX-TP4SDANUNW0N
2845,7000002844,1000002844,768,1,-1,-1,1115,1254525,1257165,CARD,PAID,ARS,14175.0,2976.75,1200.0,18351.75,TX-W0HUNPEB5OZN
2846,7000002845,1000002845,85,2,4,4,4,629524,629644,TRANSFER,PAID,ARS,47250.0,9922.5,0.0,57172.5,TX-0LWAQX63TNEJ
2847,7000002846,1000002846,1103,1,-1,-1,793,757669,758149,CARD,PAID,ARS,30000.0,6300.0,1500.0,37800.0,TX-BIHTQX6Y51G4
2848,7000002847,1000002847,472,1,-1,-1,2019,529756,530416,CARD,PAID,ARS,15000.0,3150.0,1200.0,19350.0,TX-DMP10BLLZS56
2849,7000002848,1000002848,2,1,-1,-1,581,1219397,1223417,GATEWAY,PAID,ARS,12000.0,2520.0,900.0,15420.0,TX-EH1JUU4SMO1C
2850,7000002849,1000002849,1003,1,-1,-1,3184,431653,433333,CARD,PAID,ARS,44100.0,9261.0,1200.0,54561.0,TX-FHVL85HFNEPJ
2851,7000002850,1000002850,69,2,2,2,2,1138388,1140668,CASH,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-TYRM314L5RWJ
2852,7000002851,1000002851,310,1,-1,-1,1686,909295,910315,CARD,PAID,ARS,36000.0,7560.0,900.0,44460.0,TX-LTG6KMDVH8XA
2853,7000002852,1000002852,639,2,2,2,2,1092446,-1,TRANSFER,FAILED,ARS,11760.0,2469.6,0.0,14229.6,-1
2854,7000002853,1000002853,159,1,-1,-1,1780,1073296,1075936,GATEWAY,PAID,ARS,27000.0,5670.0,900.0,33570.0,TX-3B61KPFIIA9U
2855,7000002854,1000002854,388,1,-1,-1,2200,1064598,1065318,CARD,PAID,ARS,12600.0,2646.0,1500.0,16746.0,TX-939C51O0BN4Z
2856,7000002855,1000002855,870,1,-1,-1,1026,860692,863392,GATEWAY,PAID,ARS,29160.0,6123.6,900.0,36183.6,TX-GDZCVT2XBDDD
2857,7000002856,1000002856,551,1,-1,-1,2011,1135366,1135606,GATEWAY,PAID,ARS,32400.0,6804.0,1200.0,40404.0,TX-1V8YWCIB3AI6
2858,7000002857,1000002857,434,1,-1,-1,1286,752916,756576,CARD,PAID,ARS,94800.0,19908.0,900.0,115608.0,TX-OHHMV6YVOK7A
2859,7000002858,1000002858,810,1,-1,-1,1028,1258009,1260769,CARD,PAID,ARS,45000.0,9450.0,900.0,55350.0,TX-EHHDHLR5E5R0
2860,7000002859,1000002859,1320,2,1,1,1,1131898,1132078,CARD,PAID,ARS,48168.0,10115.28,0.0,58283.28,TX-NHBVOKPDEAF7
2861,7000002860,1000002860,634,1,-1,-1,622,1170942,-1,CARD,FAILED,ARS,87525.0,18380.25,900.0,106805.25,-1
2862,7000002861,1000002861,334,1,-1,-1,843,710229,712569,CARD,PAID,ARS,54000.0,11340.0,1200.0,66540.0,TX-KMKAKE1Z0RLA
2863,7000002862,1000002862,495,1,-1,-1,1324,1168297,1169917,CARD,PAID,ARS,55140.0,11579.4,1200.0,67919.4,TX-BS7BE85O4RCA
2864,7000002863,1000002863,1227,1,-1,-1,3199,566463,567783,GATEWAY,PAID,ARS,11760.0,2469.6,0.0,14229.6,TX-FWNHIPLN20GK
2865,7000002864,1000002864,637,2,4,4,4,360969,363789,CARD,PAID,ARS,36000.0,7560.0,0.0,43560.0,TX-SV04ELFXJ98M
2866,7000002865,1000002865,304,1,-1,-1,2564,760177,760837,GATEWAY,PAID,ARS,31752.0,6667.92,900.0,39319.92,TX-WRD7LJC7P9E3
2867,7000002866,1000002866,695,1,-1,-1,45,689530,691030,GATEWAY,PAID,ARS,95190.0,19989.9,1500.0,116679.9,TX-EMKKZ6BQFQ8I
2868,7000002867,1000002867,899,2,2,2,2,641245,641425,CARD,PAID,ARS,35280.0,7408.8,0.0,42688.8,TX-98NSDUATLMH8
2869,7000002868,1000002868,1296,1,-1,-1,20,392372,-1,CARD,FAILED,ARS,26460.0,5556.6,1200.0,33216.6,-1
2870,7000002869,1000002869,94,2,1,1,1,514913,517973,CASH,PAID,ARS,68400.0,14364.0,0.0,82764.0,TX-SWDGK713KLN1
2871,7000002870,1000002870,820,2,4,4,4,966772,-1,CASH,PENDING,ARS,11400.0,2394.0,0.0,13794.0,-1
2872,7000002871,1000002871,618,2,4,4,4,428815,428875,CASH,PAID,ARS,31500.0,6615.0,0.0,38115.0,TX-FQHUM00JCXBP
2873,7000002872,1000002872,1327,1,-1,-1,1538,928143,932223,GATEWAY,PAID,ARS,53100.0,11151.0,900.0,65151.0,TX-T2TKX0WLJ8VE
2874,7000002873,1000002873,4,1,-1,-1,2859,946728,948288,GATEWAY,PAID,ARS,15000.0,3150.0,1500.0,19650.0,TX-F8WFGCMRT98M
2875,7000002874,1000002874,1131,1,-1,-1,2142,1238080,1240540,CARD,PAID,ARS,11400.0,2394.0,1500.0,15294.0,TX-2EV6DPW3KSLS
2876,7000002875,1000002875,635,1,-1,-1,1237,505611,509751,CARD,PAID,ARS,28350.0,5953.5,900.0,35203.5,TX-4Y657BGCXVQ8
2877,7000002876,1000002876,1458,1,-1,-1,1805,1151293,1155253,CARD,PAID,ARS,13500.0,2835.0,0.0,16335.0,TX-OMPESSBM1DBQ
2878,7000002877,1000002877,612,1,-1,-1,1449,1231379,-1,GATEWAY,FAILED,ARS,64260.0,13494.6,1500.0,79254.6,-1
2879,7000002878,1000002878,802,1,-1,-1,2672,1245951,1249131,GATEWAY,PAID,ARS,49980.0,10495.8,0.0,60475.8,TX-K42B7M4I8NP9
2880,7000002879,1000002879,378,1,-1,-1,857,745828,749068,CARD,PAID,ARS,69750.0,14647.5,900.0,85297.5,TX-OA9GHRWGYNJJ
2881,7000002880,1000002880,895,2,2,2,2,1159546,1159906,CARD,PAID,ARS,16170.0,3395.7,0.0,19565.7,TX-Y36PG7J5WYRR
2882,7000002881,1000002881,1171,2,4,4,4,1161402,1164462,CASH,PAID,ARS,34200.0,7182.0,0.0,41382.0,TX-DP3XVU7PDMBA
2883,7000002882,1000002882,812,2,2,2,2,704277,704757,TRANSFER,PAID,ARS,28500.0,5985.0,0.0,34485.0,TX-91QQV6NNORPR
2884,7000002883,1000002883,334,1,-1,-1,244,968286,972006,GATEWAY,PAID,ARS,55620.0,11680.2,1500.0,68800.2,TX-THAG8MAX1YF2
2885,7000002884,1000002884,204,1,-1,-1,1570,694967,698087,CARD,PAID,ARS,48210.0,10124.1,0.0,58334.1,TX-XJGBQFQSBEQS
2886,7000002885,1000002885,77,2,1,1,1,1028193,1031433,CARD,PAID,ARS,38475.0,8079.75,0.0,46554.75,TX-MIQIJKTC8O6M
2887,7000002886,1000002886,1409,2,2,2,2,691856,692276,CARD,PAID,ARS,55050.0,11560.5,0.0,66610.5,TX-DWU2QNOL4IMH
2888,7000002887,1000002887,700,1,-1,-1,898,1168671,1169991,CARD,PAID,ARS,25872.0,5433.12,1500.0,32805.12,TX-T5RNOGDJ68BM
2889,7000002888,1000002888,442,2,4,4,4,1131915,1135695,CASH,PAID,ARS,38475.0,8079.75,0.0,46554.75,TX-VXJHRPN4VQGW
2890,7000002889,1000002889,562,1,-1,-1,2304,1112842,1115242,CARD,PAID,ARS,34200.0,7182.0,900.0,42282.0,TX-BMKJRL01S5IP
2891,7000002890,1000002890,184,1,-1,-1,2170,641815,645955,GATEWAY,PAID,ARS,30780.0,6463.8,900.0,38143.8,TX-BJVE8YFYEJT5
2892,7000002891,1000002891,1195,2,4,4,4,939052,943312,CARD,PAID,ARS,24900.0,5229.0,0.0,30129.0,TX-A3SX19LN6FJ4
2893,7000002892,1000002892,1357,2,4,4,4,1192435,1192615,CARD,PAID,ARS,71910.0,15101.1,0.0,87011.1,TX-KFB1WX5ZA7MF
2894,7000002893,1000002893,808,1,-1,-1,585,756304,757204,GATEWAY,PAID,ARS,82935.0,17416.35,1200.0,101551.35,TX-0B05CTMDPVLY
2895,7000002894,1000002894,175,1,-1,-1,2092,451285,453385,CARD,PAID,ARS,47250.0,9922.5,1200.0,58372.5,TX-2VYPLUWEX1WD
2896,7000002895,1000002895,1042,1,-1,-1,2394,1135065,1135905,GATEWAY,PAID,ARS,36450.0,7654.5,900.0,45004.5,TX-NZYK4B2G6WJR
2897,7000002896,1000002896,384,2,3,3,3,1136750,1138430,CASH,PAID,ARS,13500.0,2835.0,0.0,16335.0,TX-38HL5JJCMAR6
2898,7000002897,1000002897,46,2,2,2,2,415585,417685,CARD,PAID,ARS,53235.0,11179.35,0.0,64414.35,TX-1HP4X4A4MCDY
2899,7000002898,1000002898,185,2,2,2,2,1045836,1049136,TRANSFER,PAID,ARS,56250.0,11812.5,0.0,68062.5,TX-U1DNKQNMJ8IA
2900,7000002899,1000002899,275,1,-1,-1,1122,571571,575891,CARD,PAID,ARS,27000.0,5670.0,1200.0,33870.0,TX-FP1UMJAPYV25
2901,7000002900,1000002900,749,1,-1,-1,1007,532025,532205,GATEWAY,PAID,ARS,44040.0,9248.4,1200.0,54488.4,TX-F9WU54BKT3YM
2902,7000002901,1000002901,54,1,-1,-1,862,616750,620410,GATEWAY,PAID,ARS,55188.0,11589.48,900.0,67677.48,TX-32EH134CKSX5
2903,7000002902,1000002902,192,1,-1,-1,11,1002603,1006023,GATEWAY,PAID,ARS,20520.0,4309.2,900.0,25729.2,TX-EZZPM022AKX5
2904,7000002903,1000002903,707,2,2,2,2,755592,756732,CASH,PAID,ARS,25200.0,5292.0,0.0,30492.0,TX-NW6A340TFXCK
2905,7000002904,1000002904,502,2,2,2,2,916449,916809,TRANSFER,PAID,ARS,29400.0,6174.0,0.0,35574.0,TX-B3CS7NWL0WLX
2906,7000002905,1000002905,67,2,1,1,1,500118,502878,TRANSFER,PAID,ARS,23736.0,4984.56,0.0,28720.56,TX-XSUXSEHV7PRO
2907,7000002906,1000002906,1198,1,-1,-1,1891,690234,690774,CARD,PAID,ARS,53700.0,11277.0,900.0,65877.0,TX-9ASAHJWI06S0
2908,7000002907,1000002907,334,2,2,2,2,696580,696880,CASH,PAID,ARS,39435.0,8281.35,0.0,47716.35,TX-5A0S2K62EI4O
2909,7000002908,1000002908,686,2,2,2,2,760811,765011,TRANSFER,PAID,ARS,30000.0,6300.0,0.0,36300.0,TX-D1SGUBJV9NFX
2910,7000002909,1000002909,1406,2,1,1,1,981380,983240,CARD,PAID,ARS,15000.0,3150.0,0.0,18150.0,TX-KLOD85YRSLR9
2911,7000002910,1000002910,1168,1,-1,-1,778,717666,720066,CARD,PAID,ARS,39600.0,8316.0,1500.0,49416.0,TX-PJ7KW6XXIC8P
2912,7000002911,1000002911,1458,2,1,1,1,573610,574870,CARD,PAID,ARS,36000.0,7560.0,0.0,43560.0,TX-QY7ZA2J0O905
2913,7000002912,1000002912,822,2,3,3,3,786115,787135,TRANSFER,PAID,ARS,11400.0,2394.0,0.0,13794.0,TX-AJFM95JEW52X
2914,7000002913,1000002913,916,1,-1,-1,1885,743322,-1,CARD,FAILED,ARS,31752.0,6667.92,0.0,38419.92,-1
2915,7000002914,1000002914,129,2,4,4,4,459258,460638,CASH,PAID,ARS,10800.0,2268.0,0.0,13068.0,TX-70H98YJZ29M1
2916,7000002915,1000002915,952,2,4,4,4,471049,474709,CASH,REFUNDED,ARS,14700.0,3087.0,0.0,17787.0,TX-ANL0YOLRD3XV
2917,7000002916,1000002916,1153,2,4,4,4,645741,649161,CASH,PAID,ARS,42240.0,8870.4,0.0,51110.4,TX-CDHI6PBDQE9B
2918,7000002917,1000002917,1441,1,-1,-1,19,1148685,1150965,CARD,PAID,ARS,68100.0,14301.0,1200.0,83601.0,TX-H68QPA2D1GU2
2919,7000002918,1000002918,399,2,3,3,3,393938,396218,CARD,PAID,ARS,24000.0,5040.0,0.0,29040.0,TX-MGPD9YH7T4U2
2920,7000002919,1000002919,884,2,2,2,2,418714,421954,CARD,PAID,ARS,14250.0,2992.5,0.0,17242.5,TX-4CDAHJ11ROSU
2921,7000002920,1000002920,503,1,-1,-1,1906,978800,979700,CARD,PAID,ARS,27000.0,5670.0,900.0,33570.0,TX-LEI563HJ1ZP2
2922,7000002921,1000002921,53,2,4,4,4,665569,668809,CASH,PAID,ARS,11400.0,2394.0,0.0,13794.0,TX-GMLHT9EYRMBM
2923,7000002922,1000002922,1206,1,-1,-1,551,956102,958262,CARD,PAID,ARS,46650.0,9796.5,1200.0,57646.5,TX-5OLCEFISVQ2T
2924,7000002923,1000002923,591,2,3,3,3,1044888,1048548,CARD,PAID,ARS,45000.0,9450.0,0.0,54450.0,TX-VV7MM9VBK0SA
2925,7000002924,1000002924,40,1,-1,-1,1274,1112145,1115085,GATEWAY,PAID,ARS,24705.0,5188.05,0.0,29893.05,TX-4PI75VVCUDAH
2926,7000002925,1000002925,596,2,4,4,4,382273,385993,CARD,PAID,ARS,24300.0,5103.0,0.0,29403.0,TX-XU0GLI6EK5PX
2927,7000002926,1000002926,832,1,-1,-1,3012,395826,397566,GATEWAY,PAID,ARS,32400.0,6804.0,1200.0,40404.0,TX-TSJM4SQGFFRA
2928,7000002927,1000002927,542,1,-1,-1,2250,758727,762927,CARD,PAID,ARS,90990.0,19107.9,900.0,110997.9,TX-PTUML6T44F43
2929,7000002928,1000002928,748,2,1,1,1,585589,589369,CASH,PAID,ARS,22344.0,4692.24,0.0,27036.24,TX-ASR3OCVETE06
2930,7000002929,1000002929,760,2,1,1,1,455743,455863,CASH,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-DS8F6QT7T651
2931,7000002930,1000002930,1272,2,1,1,1,1004120,1005440,CARD,REFUNDED,ARS,30780.0,6463.8,0.0,37243.8,TX-2IG0V9I1KX0A
2932,7000002931,1000002931,1330,2,2,2,2,924034,927994,CASH,PAID,ARS,13200.0,2772.0,0.0,15972.0,TX-4AJM9IFHJ2VT
2933,7000002932,1000002932,984,1,-1,-1,3148,1020645,1022205,GATEWAY,PAID,ARS,14700.0,3087.0,1200.0,18987.0,TX-EE2JB6K5KY7Q
2934,7000002933,1000002933,1208,1,-1,-1,2471,1074958,1075078,GATEWAY,PAID,ARS,36150.0,7591.5,1200.0,44941.5,TX-84RWX9NYYFEV
2935,7000002934,1000002934,623,2,1,1,1,1012225,1016425,CARD,PAID,ARS,74047.5,15549.97,0.0,89597.47,TX-FRKXR8OGBRQW
2936,7000002935,1000002935,1056,1,-1,-1,778,840866,842906,GATEWAY,REFUNDED,ARS,24300.0,5103.0,1200.0,30603.0,TX-FJDBHYIM0T0U
2937,7000002936,1000002936,953,1,-1,-1,2923,547487,547847,GATEWAY,PAID,ARS,31500.0,6615.0,1200.0,39315.0,TX-XVFPWW237KOZ
2938,7000002937,1000002937,687,2,4,4,4,952037,955037,CASH,PAID,ARS,12348.0,2593.08,0.0,14941.08,TX-I84NWNUZIJEW
2939,7000002938,1000002938,722,2,1,1,1,814479,815679,CASH,PAID,ARS,39690.0,8334.9,0.0,48024.9,TX-WL9O7CZN6MKS
2940,7000002939,1000002939,39,1,-1,-1,2245,706615,707995,CARD,PAID,ARS,40500.0,8505.0,0.0,49005.0,TX-UPCAXP8ACHDH
2941,7000002940,1000002940,1035,1,-1,-1,1956,741491,741551,GATEWAY,PAID,ARS,21168.0,4445.28,1200.0,26813.28,TX-T906MT76WDFF
2942,7000002941,1000002941,1245,1,-1,-1,1297,1111899,1113099,GATEWAY,PAID,ARS,11760.0,2469.6,0.0,14229.6,TX-3YNLTEDJR8ST
2943,7000002942,1000002942,892,1,-1,-1,1545,431597,432977,CARD,PAID,ARS,24696.0,5186.16,1200.0,31082.16,TX-EACQAFKGPBP5
2944,7000002943,1000002943,1246,1,-1,-1,428,752621,754181,GATEWAY,PAID,ARS,28665.0,6019.65,1200.0,35884.65,TX-0OH4JONSFPU1
2945,7000002944,1000002944,1271,2,4,4,4,392923,397243,TRANSFER,PAID,ARS,13500.0,2835.0,0.0,16335.0,TX-1ABK50RNN3XZ
